squad_id,player_id
58,1630264
58,1629134
58,1629655
58,1628420
58,1630557
58,1631245
58,1628398
58,1630643
58,1626153
58,201959
59,203081
59,1629014
59,1630570
59,1629680
59,1629629
59,1630553
59,203924
59,1629642
59,1628995
59,1631101
59,1631219
59,1629234
59,1626159
59,203994
59,1631133
59,1630641
59,1631466
60,1631105
60,1630595
60,202692
60,1628977
60,1630165
60,1631197
60,1630587
60,1630164
60,1630181
60,203585
60,202709
60,1631093
60,1631205
60,1630191
60,1628963
60,202711
60,1630647
