1, 1628210
2, 1627327
3, 2610
4, 1301
5, 1941
6, 202896
7, 2794
8, 202978
9, 203456
10, 202427
11, 1320
12, 1371
13, 1628228
14, 203606
15, 1627319
16, 1787
17, 1627310
18, 1658
19, 202439
20, 204005
21, 203152
22, 203759
23, 204011
24, 1628181
25, 203624
26, 2168
27, 873
28, 201449
29, 1497
30, 101273
