0022300061, 2023-10-24, 1610612743, 1
0022300062, 2023-10-24, 1610612756, 1
0022300063, 2023-10-25, 1610612766, 1
0022300064, 2023-10-25, 1610612754, 1
0022300065, 2023-10-25, 1610612738, 1
0022300066, 2023-10-25, 1610612753, 1
0022300067, 2023-10-25, 1610612739, 1
0022300068, 2023-10-25, 1610612748, 1
0022300069, 2023-10-25, 1610612761, 1
0022300070, 2023-10-25, 1610612760, 1
0022300071, 2023-10-25, 1610612740, 1
0022300072, 2023-10-25, 1610612758, 1
0022300073, 2023-10-25, 1610612742, 1
0022300074, 2023-10-25, 1610612746, 1
0022300075, 2023-10-26, 1610612749, 1
0022300076, 2023-10-26, 1610612747, 1
0022300077, 2023-10-27, 1610612765, 1
0022300078, 2023-10-27, 1610612743, 1
0022300079, 2023-10-27, 1610612752, 1
0022300080, 2023-10-27, 1610612738, 1
0022300081, 2023-10-27, 1610612760, 1
0022300082, 2023-10-27, 1610612741, 1
0022300083, 2023-10-27, 1610612759, 1
0022300084, 2023-10-27, 1610612742, 1
0022300085, 2023-10-27, 1610612762, 1
0022300086, 2023-10-27, 1610612753, 1
0022300087, 2023-10-27, 1610612744, 1
0022300088, 2023-10-28, 1610612765, 1
0022300089, 2023-10-28, 1610612764, 1
0022300090, 2023-10-28, 1610612740, 1
0022300091, 2023-10-28, 1610612754, 1
0022300092, 2023-10-28, 1610612755, 1
0022300093, 2023-10-28, 1610612750, 1
0022300094, 2023-10-28, 1610612756, 1
0022300095, 2023-10-29, 1610612743, 1
0022300096, 2023-10-29, 1610612744, 1
0022300097, 2023-10-29, 1610612737, 1
0022300098, 2023-10-29, 1610612755, 1
0022300099, 2023-10-29, 1610612746, 1
0022300100, 2023-10-29, 1610612758, 1
0022300101, 2023-10-30, 1610612751, 1
0022300102, 2023-10-30, 1610612741, 1
0022300103, 2023-10-30, 1610612738, 1
0022300104, 2023-10-30, 1610612737, 1
0022300105, 2023-10-30, 1610612757, 1
0022300106, 2023-10-30, 1610612742, 1
0022300107, 2023-10-30, 1610612749, 1
0022300108, 2023-10-30, 1610612744, 1
0022300109, 2023-10-30, 1610612760, 1
0022300110, 2023-10-30, 1610612743, 1
0022300111, 2023-10-30, 1610612747, 1
0022300112, 2023-10-31, 1610612752, 1
0022300113, 2023-10-31, 1610612759, 1
0022300114, 2023-10-31, 1610612746, 1
0022300115, 2023-11-01, 1610612757, 1
0022300116, 2023-11-01, 1610612761, 1
0022300117, 2023-11-01, 1610612737, 1
0022300118, 2023-11-01, 1610612738, 1
0022300119, 2023-11-01, 1610612751, 1
0022300120, 2023-11-01, 1610612739, 1
0022300121, 2023-11-01, 1610612740, 1
0022300122, 2023-11-01, 1610612745, 1
0022300123, 2023-11-01, 1610612750, 1
0022300124, 2023-11-01, 1610612742, 1
0022300125, 2023-11-01, 1610612762, 1
0022300126, 2023-11-01, 1610612744, 1
0022300127, 2023-11-01, 1610612747, 1
0022300128, 2023-11-02, 1610612755, 1
0022300129, 2023-11-02, 1610612740, 1
0022300130, 2023-11-02, 1610612753, 1
0022300131, 2023-11-02, 1610612759, 1
0022300001, 2023-11-03, 1610612754, 1
0022300002, 2023-11-03, 1610612749, 1
0022300003, 2023-11-03, 1610612748, 1
0022300004, 2023-11-03, 1610612751, 1
0022300005, 2023-11-03, 1610612744, 1
0022300006, 2023-11-03, 1610612743, 1
0022300007, 2023-11-03, 1610612757, 1
0022300132, 2023-11-04, 1610612755, 1
0022300133, 2023-11-04, 1610612766, 1
0022300134, 2023-11-04, 1610612753, 1
0022300135, 2023-11-04, 1610612737, 1
0022300136, 2023-11-04, 1610612738, 1
0022300137, 2023-11-04, 1610612745, 1
0022300138, 2023-11-04, 1610612750, 1
0022300139, 2023-11-04, 1610612743, 1
0022300140, 2023-11-05, 1610612756, 1
0022300141, 2023-11-05, 1610612761, 1
0022300142, 2023-11-05, 1610612739, 1
0022300143, 2023-11-05, 1610612742, 1
0022300144, 2023-11-05, 1610612763, 1
0022300145, 2023-11-06, 1610612744, 1
0022300146, 2023-11-06, 1610612754, 1
0022300147, 2023-11-06, 1610612742, 1
0022300148, 2023-11-06, 1610612755, 1
0022300149, 2023-11-06, 1610612749, 1
0022300150, 2023-11-06, 1610612748, 1
0022300151, 2023-11-06, 1610612752, 1
0022300152, 2023-11-06, 1610612741, 1
0022300153, 2023-11-06, 1610612745, 1
0022300154, 2023-11-06, 1610612750, 1
0022300155, 2023-11-06, 1610612760, 1
0022300156, 2023-11-06, 1610612743, 1
0022300157, 2023-11-08, 1610612764, 1
0022300158, 2023-11-08, 1610612754, 1
0022300159, 2023-11-08, 1610612755, 1
0022300160, 2023-11-08, 1610612751, 1
0022300161, 2023-11-08, 1610612752, 1
0022300162, 2023-11-08, 1610612756, 1
0022300163, 2023-11-08, 1610612745, 1
0022300164, 2023-11-08, 1610612748, 1
0022300165, 2023-11-08, 1610612749, 1
0022300166, 2023-11-08, 1610612750, 1
0022300167, 2023-11-08, 1610612760, 1
0022300168, 2023-11-08, 1610612761, 1
0022300169, 2023-11-08, 1610612743, 1
0022300170, 2023-11-08, 1610612758, 1
0022300171, 2023-11-09, 1610612754, 1
0022300172, 2023-11-09, 1610612737, 1
0022300008, 2023-11-10, 1610612755, 1
0022300009, 2023-11-10, 1610612766, 1
0022300010, 2023-11-10, 1610612738, 1
0022300011, 2023-11-10, 1610612745, 1
0022300012, 2023-11-10, 1610612762, 1
0022300013, 2023-11-10, 1610612750, 1
0022300014, 2023-11-10, 1610612742, 1
0022300015, 2023-11-10, 1610612747, 1
0022300016, 2023-11-10, 1610612758, 1
0022300173, 2023-11-11, 1610612753, 1
0022300174, 2023-11-11, 1610612738, 1
0022300175, 2023-11-11, 1610612748, 1
0022300176, 2023-11-11, 1610612739, 1
0022300177, 2023-11-12, 1610612752, 1
0022300178, 2023-11-12, 1610612751, 1
0022300179, 2023-11-12, 1610612763, 1
0022300180, 2023-11-12, 1610612755, 1
0022300181, 2023-11-12, 1610612741, 1
0022300182, 2023-11-12, 1610612745, 1
0022300183, 2023-11-12, 1610612742, 1
0022300184, 2023-11-12, 1610612748, 1
0022300185, 2023-11-12, 1610612760, 1
0022300186, 2023-11-12, 1610612750, 1
0022300187, 2023-11-12, 1610612747, 1
0022300188, 2023-11-13, 1610612738, 1
0022300189, 2023-11-13, 1610612761, 1
0022300190, 2023-11-13, 1610612749, 1
0022300191, 2023-11-13, 1610612758, 1
0022300017, 2023-11-14, 1610612748, 1
0022300018, 2023-11-14, 1610612737, 1
0022300019, 2023-11-14, 1610612754, 1
0022300020, 2023-11-14, 1610612751, 1
0022300021, 2023-11-14, 1610612760, 1
0022300022, 2023-11-14, 1610612740, 1
0022300023, 2023-11-14, 1610612762, 1
0022300024, 2023-11-14, 1610612743, 1
0022300025, 2023-11-14, 1610612750, 1
0022300026, 2023-11-14, 1610612747, 1
0022300192, 2023-11-15, 1610612742, 1
0022300193, 2023-11-15, 1610612752, 1
0022300194, 2023-11-15, 1610612738, 1
0022300195, 2023-11-15, 1610612749, 1
0022300196, 2023-11-15, 1610612753, 1
0022300197, 2023-11-15, 1610612756, 1
0022300198, 2023-11-15, 1610612758, 1
0022300199, 2023-11-15, 1610612739, 1
0022300200, 2023-11-16, 1610612748, 1
0022300201, 2023-11-16, 1610612760, 1
0022300027, 2023-11-17, 1610612749, 1
0022300028, 2023-11-17, 1610612752, 1
0022300029, 2023-11-17, 1610612755, 1
0022300030, 2023-11-17, 1610612739, 1
0022300031, 2023-11-17, 1610612738, 1
0022300032, 2023-11-17, 1610612758, 1
0022300033, 2023-11-17, 1610612753, 1
0022300034, 2023-11-17, 1610612740, 1
0022300035, 2023-11-17, 1610612756, 1
0022300036, 2023-11-17, 1610612747, 1
