id,playerName,playerAge,playerPosition,playerHeight,playerWeight
1629130,Duncan Robinson,29,F,200,97
1630209,Omer Yurtseven,25,C,210,124
1629632,Coby White,23,G,195,88
1628366,Lonzo Ball,25,G,198,86
203083,Andre Drummond,29,C,210,126
1627884,Derrick Jones Jr.,26,F,198,95
1627936,Alex Caruso,29,G,195,84
203897,Zach LaVine,28,G,195,90
202696,Nikola Vucevic,32,C,208,117
201942,DeMar DeRozan,33,G-F,198,99
1630245,Ayo Dosunmu,23,G,195,90
1630250,Marko Simonovic,23,C,213,99
201976,Patrick Beverley,34,G,187,81
1630637,Carlik Jones,25,G,182,78
1629750,Javonte Green,29,G,195,92
1631207,Dalen Terry,20,F,200,88
1630678,Terry Taylor,23,F,193,104
1631171,Justin Lewis,21,F,200,111
1630172,Patrick Williams,21,F,200,97
1628370,Malik Monk,25,G,190,90
1629056,Terence Davis,26,G,193,91
1628368,De'Aaron Fox,25,G,190,83
1629002,Chimezie Metu,26,F-C,205,102
203521,Matthew Dellavedova,32,G,190,90
1628989,Kevin Huerter,24,G-F,200,89
1627734,Domantas Sabonis,27,F-C,215,108
1631099,Keegan Murray,22,F,203,102
1630558,Davion Mitchell,24,G,182,91
1630556,Kessler Edwards,22,F,200,92
1626158,Richaun Holmes,29,F,203,106
1631165,Keon Ellis,23,G,190,79
203458,Alex Len,30,C,218,113
1628408,PJ Dozier,26,G-F,198,92
203084,Harrison Barnes,31,F,203,102
1626168,Trey Lyles,27,F,205,106
1629674,Neemias Queta,23,C,213,112
1631495,Donovan Williams,21,G,198,86
1628981,Bruno Fernando,24,F-C,208,108
1630552,Jalen Johnson,21,F,203,99
1630235,Trent Forrest,25,G,193,95
1628988,Aaron Holiday,26,G,182,83
1627749,Dejounte Murray,26,G,195,81
1629027,Trae Young,24,G,185,74
1629631,De'Andre Hunter,25,F-G,203,100
203992,Bogdan Bogdanovic,30,G,195,102
1631100,AJ Griffin,19,F,198,99
203991,Clint Capela,29,C,208,116
1630168,Onyeka Okongwu,22,F-C,205,108
1628381,John Collins,25,F-C,205,102
1631213,Tyrese Martin,24,G,198,97
1629726,Garrison Mathews,26,G,198,97
1630249,Vit Krejci,23,G,203,88
1630180,Saddiq Bey,24,F,200,97
1628978,Donte DiVincenzo,26,G,193,92
1630228,Jonathan Kuminga,20,F,200,102
203210,JaMychal Green,33,F-C,205,102
1631157,Ryan Rollins,20,G,190,81
1629673,Jordan Poole,24,G,193,87
1630541,Moses Moody,21,G,195,95
1626172,Kevon Looney,27,F,205,100
1631116,Patrick Baldwin Jr.,20,F,205,99
1627780,Gary Payton II,30,G,187,88
2738,Andre Iguodala,39,G-F,198,97
1629660,Ty Jerome,25,G-F,195,88
202691,Klay Thompson,33,G,198,99
203952,Andrew Wiggins,28,F,200,89
203110,Draymond Green,33,F,198,104
1631311,Lester Quinones,22,G,193,94
201939,Stephen Curry,35,G,187,83
1630237,Anthony Lamb,25,F,198,102
1631102,TyTy Washington Jr.,21,G,190,88
1626161,Willie Cauley-Stein,29,C,213,108
1631095,Jabari Smith Jr.,20,F,210,99
1629645,Kevin Porter Jr.,23,G-F,193,92
201571,D.J. Augustin,35,G,180,83
1630224,Jalen Green,21,G,193,84
1630620,Darius Days,23,F,200,111
1630231,KJ Martin,22,F,200,97
1630256,Jae'Sean Tate,27,F,195,104
1630528,Josh Christopher,21,G,193,97
1631309,Trevor Hudgins,24,G,182,81
1630227,Daishen Nix,21,G,193,102
1630586,Usman Garuba,21,F,203,103
1631106,Tari Eason,22,F,203,97
1630578,Alperen Sengun,20,C,210,110
1626163,Frank Kaminsky,30,F-C,213,108
1626246,Boban Marjanovic,34,C,223,131
1626220,Royce O'Neale,30,F,198,102
1630564,RaiQuan Gray,23,F,200,122
1628969,Mikal Bridges,26,G-F,198,94
1629661,Cameron Johnson,27,F,203,95
1628410,Edmond Sumner,27,G,193,88
1630561,David Duke Jr.,23,G,193,92
201988,Patty Mills,34,G,182,81
1630696,Dru Smith,25,G,190,92
1627732,Ben Simmons,26,G-F,208,108
203925,Joe Harris,31,G-F,198,99
1629139,Yuta Watanabe,28,G-F,203,97
1630549,Day'Ron Sharpe,21,C,205,120
1630560,Cam Thomas,21,G,190,95
203915,Spencer Dinwiddie,30,G,195,97
1627827,Dorian Finney-Smith,30,F,200,99
203552,Seth Curry,32,G,185,83
1629651,Nic Claxton,24,C,210,97
203115,Will Barton,32,G,195,82
1628384,OG Anunoby,25,F,200,105
1630567,Scottie Barnes,21,F,203,102
1630173,Precious Achiuwa,23,F,203,102
1631199,Ron Harper Jr.,23,F,195,111
1630580,Joe Wieskamp,23,G-F,198,92
1627751,Jakob Poeltl,27,C,215,111
1630288,Jeff Dowtin Jr.,26,G,190,80
201152,Thaddeus Young,35,F,203,106
1630201,Malachi Flynn,25,G,185,79
1627832,Fred VanVleet,29,G,182,89
1628449,Chris Boucher,30,F-C,205,90
203490,Otto Porter Jr.,30,F,203,89
1629018,Gary Trent Jr.,24,G-F,195,94
